"id","name","dbpediaResource"
"DB03718","6-Aza-Ump",""
"DB03719","N-Ethyl-5'-Carboxamido Adenosine",""
"DB03720","Z-Dehydrobutyrine",""
"DB03721","O-Sialic Acid",""
"DB03722","3,4-Dihydro-5-Methyl-Isoquinolinone",""
"DB03723","2'-Deoxy-Thymidine-Beta-L-Rhamnose",""
"DB03724","(1s,2s)-1-Amino-1-(1,3-Thiazol-2-Yl)Propan-2-Ol",""
"DB03725","Phosphomethylphosphonic Acid-Guanylate Ester",""
"DB03726","Purine Riboside-5'-Monophosphate",""
"DB03727","Coproporphyrin I",""
"DB03728","4-Chlorobenzoic Acid",""
"DB03729","2-Amino-5-Hydroxy-Benzimidazole",""
"DB03730","3,9-Dimethyladenine",""
"DB03731","S-2-(Boronoethyl)-L-Cysteine",""
"DB03732","Etheno-Nadp",""
"DB03733","Ethylene Dichloride",""
"DB03734","Xylarohydroxamate",""
"DB03735","9-(2-Deoxy-Beta-D-Ribofuranosyl)-6-Methylpurine",""
"DB03736","2-Cyclopropylmethylenepropanal",""
"DB03737","4-((3r,4s,5r)-4-Amino-3,5-Dihydroxy-Hex-1-Ynyl)-5-Fluoro-3-[1-(3-Methoxy-1h-Pyrrol-2-Yl)-Meth-(Z)-Ylidene]-1,3-Dihydro-Indol-2-One",""
"DB03738","Pantothenoylaminoethenethiol",""
"DB03739","3-Hydroxyimino Quinic Acid",""
"DB03740","2-(Acetylamino)-2-Deoxy-a-D-Glucopyranose",""
"DB03741","2-Methylbutanoic Acid",""
"DB03742","Compound 4-D",""
"DB03743","1,4-Dideoxy-4-Aza-1-(S)-(9-Deazahypoxanthin-9-Yl)-D-Ribitol",""
"DB03744","Cp403700, (S)-1-{2-[(5-Chloro-1h-Indole-2-Carbonyl)-Amino]-3-Phenyl-Propionyl}-Azetidine-3-Carboxylate",""
"DB03745","Arabinose-5-Phosphate",""
"DB03746","3-Amino-4,5-Dihydroxy-Cyclohex-1-Enecarboxylate",""
"DB03747","3ar,5r,6s,7r,7ar-5-Hydroxymethyl-2-Methyl-5,6,7,7a-Tetrahydro-3ah-Pyrano[3,2-D]Thiazole-6,7-Diol",""
"DB03748","Methyl-[4-(4-Piperidine-1-Ylmethyl-Phenyl)-Cyclohexyl]-Carbaminic Acid-(4-Chlorophenyl)-Ester",""
"DB03749","4-(1h-Imidazol-4-Yl)-3-(5-Ethyl-2,4-Dihydroxy-Phenyl)-1h-Pyrazole",""
"DB03750","Isovaleric Acid",""
"DB03751","2'deoxy-Thymidine-5'-Diphospho-Alpha-D-Glucose",""
"DB03752","P-(2'-Iodo-5'-Thenoyl)Hydrotropic Acid",""
"DB03753","Flurbiprofen Methyl Ester",""
"DB03754","Tris(Hydroxymethyl)Aminomethane",""
"DB03755","Adenosine-5'-[Beta, Gamma-Methylene]Tetraphosphate",""
"DB03756","Docosa-4,7,10,13,16,19-Hexaenoic Acid",""
"DB03757","(Tert-Butyloxycarbonyl)-Alanyl-Alanyl-Amine",""
"DB03758","Radicicol",""
"DB03759","Dnqx",""
"DB03760","Dihydrolipoic Acid",""
"DB03761","5-Fluoro-2'-Deoxyuridine-5'-Monophosphate",""
"DB03762","Dica",""
"DB03763","5-Methyl-2'-Deoxypseudouridine",""
"DB03764","4-Hydroperoxy-2-Methoxy-Phenol",""
"DB03765","Cytidine-2'-Monophosphate",""
"DB03766","Propanoic Acid",""
"DB03767","Morpholine-4-Carboxylic Acid [1s-(2-Benzyloxy-1r-Cyano-Ethylcarbamoyl)-3-Methyl-Butyl]Amide",""
"DB03768","N-[2-Hydroxy-2-(8-Isopropyl-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-11-Yl)-Ethyl]-N-(3-Methyl-Butyl)-Benzenesulfonamide,Inhibitor 3",""
"DB03769","D-Eritadenine",""
"DB03770","N-Hydroxyguanidine",""
"DB03771","Allyl-{4-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-but-2-Enyl}-Methyl-Amine",""
"DB03772","2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,5-Diol",""
"DB03773","6-Deoxy-Alpha-D-Glucose",""
"DB03774","Glutamyl Group",""
"DB03775","D-Dethiobiotin",""
"DB03776","Lactaldehyde",""
"DB03777","Rbt205 Inhibitor",""
"DB03778","5-Iododeoxyuridine",""
"DB03779","Glucosaminyl-(Alpha-6)-D-Myo-Inositol",""
"DB03780","2-Aminoquinazolin-4(3h)-One",""
"DB03781","2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid",""
"DB03782","N-(1-Adamantyl)-N'-(4-Guanidinobenzyl)Urea",""
"DB03783","Phenacetin","Phenacetin"
"DB03784","Elaidoylamide",""
"DB03785","(3r,5r)-7-((1r,2r,6s,8r,8as)-2,6-Dimethyl-8-{[(2r)-2-Methylbutanoyl]Oxy}-1,2,6,7,8,8a-Hexahydronaphthalen-1-Yl)-3,5-Dihydroxyheptanoic Acid",""
"DB03786","2-(3-Cyano-4-Isobutoxy-Phenyl)-4-Methyl-5-Thiazole-Carboxylic Acid",""
"DB03787","L-Pyridoxyl-N,O-Cycloserylamide-5-Monophosphate",""
"DB03788","GC-24",""
"DB03789","2,3-Dimethylimidazolium Ion",""
"DB03790","S-Dioxymethionine",""
"DB03791","(3-{3-[[2-Chloro-3-(Trifluoromethyl)Benzyl](2,2-Diphenylethyl)Amino]Propoxy}Phenyl)Acetic Acid",""
"DB03792","5-Amino-1h-Pyrimidine-2,4-Dione",""
"DB03793","Benzoic Acid",""
"DB03794","Trifluoroalanine",""
"DB03795","2-Dehydropantoate",""
"DB03796","Palmitic Acid","Palmitic_Acid"
"DB03797","3-Aminomethyl-Pyridinium-Adenine-Dinucleotide",""
"DB03798","2'-Deoxycytidine-5'-Monophosphate",""
"DB03799","Trifluoromethionine",""
"DB03800","Dump",""
"DB03801","Lysine Nz-Carboxylic Acid",""
"DB03802","1-[4-(Octahydro-Pyrido[1,2-a]Pyrazin-2-Yl)-Phenyl]-2-Phenyl-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol",""
"DB03803","Inhibitor Msa367",""
"DB03804","5-Bromothienyldeoxyuridine",""
"DB03805","Antiproliferative Agent A771726",""
"DB03806","2-Oxyglutaric Acid",""
"DB03807","1-(2-Chlorophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",""
"DB03808","4,4'[1,6-Hexanediylbis(Oxy)]Bisbenzenecarboximidamide",""
"DB03809","9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine",""
"DB03810","(3r)-3-Methyl-L-Glutamic Acid",""
"DB03811","Histidinol",""
"DB03812","3-{2,6,8-Trioxo-9-[(2s,3r,4r)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Propyl Dihydrogen Phosphate",""
"DB03813","2-Decenoyl N-Acetyl Cysteamine",""
"DB03814","2-(N-Morpholino)-Ethanesulfonic Acid",""
"DB03815","Fucitol",""
"DB03816","Difluoromethionine",""
"DB03817","2,4-Diaminobutyric Acid",""
"DB03818","N-[Tosyl-D-Prolinyl]Amino-Ethanethiol",""
"DB03819","Salicylhydroxamic Acid",""
"DB03820","(2s,5r,6r)-6-{[(6r)-6-(Glycylamino)-7-Oxido-7-Oxoheptanoyl]Amino}-3,3-Dimethyl-7-Oxo-4-Thia-1-Azabicyclo[3.2.0]Heptane-2-Carboxylate",""
"DB03821","2-Amino-3-Hydroxy-3-Phosphonooxy-Propionic Acid",""
"DB03822","Ethyl Dihydrogen Phosphate",""
"DB03823","Epigallocatechin",""
"DB03824","7-Iodo-1,2,3,4-Tetrahydro-Isoquinoline",""
"DB03825","Rhodamine 6g",""
"DB03826","5,6-Diaminouracil",""
"DB03827","(3s)-3,4-Di-N-Hexanoyloxybutyl-1-Phosphocholine",""
"DB03828","RU78299",""
"DB03829","Pseudouridine-5'-Monophosphate",""
"DB03830","Phosphorylated Dihydropteroate",""
"DB03831","1-Monooleoyl-Rac-Glycerol",""
"DB03832","3-Carboxy-N,N,N-Trimethyl-2-(Octanoyloxy)Propan-1-Aminium",""
"DB03833","2-Prolyl-5-Tert-Butyl-[1,3,4]Oxadiazole",""
"DB03834","Tazobactam Intermediate",""
"DB03835","N-(8,9,10-Trihydroxy-7-Hydroxymethyl-2,4-Dioxo-6-Oxa-1,3-Diaza-Spiro[4.5]Dec-3-Yl-Acetamide",""
"DB03836","1,3,5-Trichloro-Benzene",""
"DB03837","Morpholine-4-Carboxylic Acid (1-(3-Benzenesulfonyl-1-Phenethylallylcarbamoyl)-3-Methylbutyl)-Amide",""
"DB03838","Capric Acid",""
"DB03839","D-Tyrosine",""
"DB03840","Tetra(Imidazole)Diaquacopper (Ii)",""
"DB03841","Y-700",""
"DB03842","2-Chloro-6-Methyl-Aniline",""
"DB03843","Formaldehyde","Formaldehyde"
"DB03844","N-(2,6-Diflouro-Benzyl)-4-Sulfamoyl-Benzamide",""
"DB03845","P1-(5'-Adenosyl)P5-(5'-(3'azido-3'-Deoxythymidyl))Pentaphosphate",""
"DB03846","5-Hydroxymethyluridine-2'-Deoxy-5'-Monophosphate",""
"DB03847","Gamma-Carboxy-Glutamic Acid",""
"DB03848","Benzenesulfonyl",""
"DB03849","Cis-4-Cyano-4-[3-(Cyclopentyloxy)-4-Methoxyphenyl]Cyclohexanecarboxylic Acid",""
"DB03850","Jaspisamide A",""
"DB03851","Carbazole Butanoic Acid",""
"DB03852","1,8-Cineole",""
"DB03853","Azo-Dye Hapten",""
"DB03854","Pentane-1,5-Diamine",""
"DB03855","L-Threonohydroxamate 4-Phosphate",""
"DB03856","Alpha-Difluoromethylornithine",""
"DB03857","1,4-Deoxy-1,4-Dithio-Beta-D-Glucopyranose",""
"DB03858","S-Acetonylcysteine",""
"DB03859","1-Thio-Beta-D-Glucopyranose",""
"DB03860","N-Butyl-11-[(7r,8r,9s,13s,14s,17s)-3,17-Dihydroxy-13-Methyl-7,8,9,11,12,13,14,15,16,17-Decahydro-6h-Cyclopenta[a]Phenanthren-7-Yl]-N-Methylundecanamide",""
"DB03861","(2r,3r,4s,5r)-2-Acetamido-3,4-Dihydroxy-5-Hydroxymethyl-Piperidinium",""
"DB03862","Tetrahydrooxazine",""
"DB03863","2-O-Methyl Fucose",""
"DB03864","Monothioglycerol",""
"DB03865","6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine",""
"DB03866","Prostaglandin G2",""
"DB03867","Meta-Nitro-Tyrosine",""
"DB03868","3-Dehydroquinic Acid",""
"DB03869","5'-O-(N-(L-Seryl)-Sulfamoyl)Adenosine",""
"DB03870","Ara-Alpha(1,3)-Xyl",""
"DB03871","Lambda-Bis(2,2'-Bipyridine)Imidazole Ruthenium (Ii)",""
"DB03872","2,3-Dideoxyfucose",""
"DB03873","N-(5,5,8,8-Tetramethyl-5,8-Dihydro-Naphthalen-2-Yl)-Terephthalamic Acid",""
"DB03874","(4e,8e,12z,16z)-N,N,4,8,13,17,21-Heptamethyldocosa-4,8,12,16,20-Pentaen-1-Amine",""
"DB03875","Delta-Bis(2,2'-Bipyridine)-(5-Methyl-2-2'-Bipyridine)-C9-Adamantane Ruthenium (Ii)",""
"DB03876","Thieno[2,3-B]Pyridine-2-Carboxamidine",""
"DB03877","AL4623",""
"DB03878","N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide",""
"DB03879","Alpha-L-Methyl-Fucose",""
"DB03880","Batimastat",""
"DB03881","MT-Immucillin-H",""
"DB03882","5-Alpha-Androstane-3-Beta,17beta-Diol",""
"DB03883","Carboxyethyllumazine",""
"DB03884","3-Phenylpyruvic Acid",""
"DB03885","1-Menaphthyl Glutathione Conjugate",""
"DB03886","Biopterin",""
"DB03887","Alpha-Adenosine Monophosphate",""
"DB03888","Allyl-{6-[3-(4-Bromo-Phenyl)-1-Methyl-1h-Indazol-6-Yl]Oxy}Hexyl)-N-Methylamine",""
"DB03889","S-(N-Hydroxy-N-Bromophenylcarbamoyl)Glutathione",""
"DB03890","N-[2-(1-Formyl-2-Methyl-Propyl)-1-(4-Piperidin-1-Yl-but-2-Enoyl)-Pyrrolidin-3-Yl]-Methanesulfonamide",""
"DB03891","1,5-Bis(N-Benzyloxycarbonyl-L-Leucinyl)Carbohydrazide",""
"DB03892","5-N-Allyl-Arginine",""
"DB03893","Thionicotinamide-Adenine-Dinucleotide",""
"DB03894","N-Propargyl-1(S)-Aminoindan",""
"DB03895","Malachite Green",""
"DB03896","Triphospate",""
"DB03897","Hydroxyphenyl Propionic Acid",""
"DB03898","3-Chloro-4-Hydroxyphenylglycine",""
"DB03899","9-Butyl-8-(4-Methoxybenzyl)-9h-Purin-6-Amine",""
"DB03900","2-Methyl-2-Propanol",""
"DB03901","5-Oxo-Pyrrolidine-2-Carbaldehyde",""
"DB03902","Oxalic Acid",""
"DB03903","Tmr",""
"DB03904","Urea",""
"DB03905","Succinamide-Coa",""
"DB03906","2-Phenylheme",""
"DB03907","N-{3-[5-(6-Amino-Purin-9-Yl)-3,4-Dihydroxy-Tetrahydro-Furan-2-Yl]-Allyl}-2,3-Dihydroxy-5-Nitro-Benzamide",""
"DB03908","Inhibitor Bea322",""
"DB03909","Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",""
"DB03910","S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",""
"DB03911","L-Xylose (Cyclic Form)",""
"DB03912","4'-Phosphopantetheine",""
"DB03913","Coenzyme F420",""
"DB03914","[2-(1-Amino-2-Hydroxy-Propyl)-4-(1h-Indol-3-Ylmethylene)-5-Oxo-4,5-Dihydro-Imidazol-1-Yl]-Acetaldehyde",""
"DB03915","2-Amino-3-Ketobutyric Acid",""
"DB03916","4-{2-[4-(2-Aminoethyl)Piperazin-1-Yl]Pyridin-4-Yl}-N-(3-Chloro-4-Methylphenyl)Pyrimidin-2-Amine",""
"DB03917","N-Ethyl Retinamide",""
"DB03918","6s-5,6,7,8-Tetrahydrobiopterin",""
"DB03919","Ethyl-Carbamic Acid Methyl Ester",""
"DB03920","N-Methyl-Alpha-Beta-Dehydroalanine",""
"DB03921","4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline",""
"DB03922","N-(4-Hydroxyphenyl)All-Trans Retinamide",""
"DB03923","Feruloyl Coenzyme A",""
"DB03924","5,8-Di-Amino-1,4-Dihydroxy-Anthraquinone",""
"DB03925","Ono-6818",""
"DB03926","5-Alpha-Androstane-3-Beta,17-Alpha-Diol",""
"DB03927","Glycyl-L-Alpha-Amino-Epsilon-Pimelyl-D-Alanine",""
"DB03928","Carboxymethylthio-3-(3-Chlorophenyl)-1,2,4-Oxadiazol",""
"DB03929","D-Serine",""
"DB03930","4-Methyl-Pyrroline-5-Carboxylic Acid",""
"DB03931","Diguanosine-5'-Triphosphate",""
"DB03932","LFA703",""
"DB03933","C-1027 Aromatized Chromophore",""
"DB03934","Protoporphyrin Ix Containing Zn",""
"DB03935","1,4-Dideoxy-O2-Sulfo-Glucuronic Acid",""
"DB03936","1-Deoxy-Ribofuranose-5'-Phosphate",""
"DB03937","Erythose-4-Phosphate",""
"DB03938","Deacetoxycephalosporin-C",""
"DB03939","4-Hydroxy-3,4-Dihydro-1h-Pyrimidin-2-One",""
"DB03940","Oxamic Acid",""
"DB03941","Heptanyl-P-Phenol",""
"DB03942","Carboxylic PRPP",""
"DB03943","D-Asparagine",""
"DB03944","5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One",""
"DB03945","Phosphocholine",""
"DB03946","3,4-Dihydroxybenzoic Acid",""
"DB03947","D-Xylulose",""
"DB03948","6-Chloropurine Riboside, 5'-Monophosphate",""
"DB03949","(2-Sulfanyl-3-Phenylpropanoyl)-Phe-Tyr",""
"DB03950","(S)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide",""
"DB03951","16g",""
"DB03952","9-(6-Deoxy-Beta-D-Allofuranosyl)-6-Methylpurine",""
"DB03953","L-Thiocitrulline",""
"DB03954","(S)-2-Hydroxy-2-Phenylpropionic Acid;(S)-Alpha-Methylmandelic Acid",""
"DB03955","1,5-Dideoxy-1,5-Imino-D-Mannitol",""
"DB03956","D-Myo-Inositol-2,4,5-Trisphosphate",""
"DB03957","SP2456",""
"DB03958","Mrna Cap Analog N7-Methyl Gpppg",""
"DB03959","N,O6-Disulfo-Glucosamine",""
"DB03960","Cp-Coeleneterazine",""
"DB03961","2c-Methyl-D-Erythritol 2,4-Cyclodiphosphate",""
"DB03962","Nicotinamide 8-Bromo-Adenine Dinucleotide Phosphate",""
"DB03963","S-(Dimethylarsenic)Cysteine",""
"DB03964","4-Hydroxy-Aconitate Ion",""
"DB03965","Fucose",""
"DB03966","Clorobiocin",""
"DB03967","Dodecyl Sulfate",""
"DB03968","1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine",""
"DB03969","3-Acetyl Pyridine Adenine Dinucleotide",""
"DB03970","(6,7-Dihydro-5h-Cyclopenta[D]Imidazo[2,1-B]Thiazol-2-Yl]-4,7-Dihydro[1,4]Thiazepine-3,6-Dicarboxylic Acid",""
"DB03971","Acarbose Derived Hexasaccharide",""
"DB03972","2-Amino-4h-1,3-Benzoxathiin-4-Ol",""
"DB03973","3-{2,6,8-Trioxo-9-[(2r,3r,4r)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Propyl Dihydrogen Phosphate",""
"DB03974","L-Homoarginine",""
"DB03975","Mercuribenzoic Acid",""
"DB03976","Phosphorylisopropane",""
"DB03977","N-Trimethyllysine",""
"DB03978","Tyrosinal",""
"DB03979","1-[Glycerolylphosphonyl]-2-[8-(2-Hexyl-Cyclopropyl)-Octanal-1-Yl]-3-[Hexadecanal-1-Yl]-Glycerol",""
"DB03980","4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole",""
"DB03981","1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",""
"DB03982","Compound 5, 2-(Naphthalen-1-Yl-Oxalyl-Amino)-Benzoicacid",""
"DB03983","(Molybdopterin-S,S)-Dioxo-Thio-Molybdenum(V)",""
"DB03984","Morpholine-4-Carboxylic Acid [1-(2-Benzylsulfanyl-1-Formyl-Ethylcarbamoyl)-2-Phenyl-Ethyl]-Amide",""
"DB03985","R-azabisabolene",""
"DB03986","6-Methyl-Formycin A",""
"DB03987","2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",""
"DB03988","2,6-Diamino-Hexanoic Acid Amide",""
"DB03989","D-Allopyranose",""
"DB03990","4'-Nitrophenyl-3i-Thiolaminaritrioside",""
"DB03991","2-Deoxy-2,3-Dehydro-N-Acetyl-Neuraminic Acid",""
"DB03992","3-(Benzoylamino)-L-Alanine",""
"DB03993","4-Methyl Valeric Acid",""
"DB03994","Ethanolamine",""
"DB03995","Cyclo-Hepta-Amylose",""
"DB03996","3-[(5s)-1-Acetyl-3-(2-Chlorophenyl)-4,5-Dihydro-1h-Pyrazol-5-Yl]Phenol",""
"DB03997","Phosphoric Acid Mono-[2-Amino-3-(3h-Imidazol-4-Yl)-Propyl]Ester",""
"DB03998","[2-(Methyleneamine)-4-(4-Hydroxy-Benzylidine)-5-Oxo-4,5-Dihydro-Imidazol-1-Yl]-Acetaldehyde",""
"DB03999","Butylphosphonate",""
"DB04000","Bromo-Willardiine",""
"DB04001","6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid",""
"DB04002","4-Sulfonamide-[4-(Thiomethylaminobutane)]Benzamide",""
"DB04003","(4-{2-Acetylamino-2-[1-(3-Carbamoyl-4-Cyclohexylmethoxy-Phenyl)-Ethylcarbamoyl}-Ethyl}-2-Phosphono-Phenoxy)-Acetic Acid",""
"DB04004","2,6-Diamino-8-(2-Dimethylaminoethylsulfanylmethyl)-3h-Quinazolin-4-One",""
"DB04005","Uridine 5'-Triphosphate",""
"DB04006","[2-Amino-6-(2,6-Difluoro-Benzoyl)-Imidazo[1,2-a]Pyridin-3-Yl]-Phenyl-Methanone",""
"DB04007","Bromo-WR99210",""
"DB04008","Bis(5-Amidino-Benzimidazolyl)Methane Zinc",""
"DB04009","Dimethyl Propionate Ester Heme",""
"DB04010","2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide",""
"DB04011","2'-(4-Dimethylaminophenyl)-5-(4-Methyl-1-Piperazinyl)-2,5'-Bi-Benzimidazole",""
"DB04012","(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine",""
"DB04013","1-Deoxy-1-Methoxycarbamido-Beta-D-Gluco-2-Heptulopyranosonamide",""
"DB04014","Alsterpaullone",""
"DB04015","Methionine Phosphinate",""
"DB04016","2-[3-({Methyl[1-(2-Naphthoyl)Piperidin-4-Yl]Amino}Carbonyl)-2-Naphthyl]-1-(1-Naphthyl)-2-Oxoethylphosphonic Acid",""
"DB04017","N-Methyl-N-Propargyl-3-(2,4-Dichlorophenoxy)Propylamine",""
"DB04018","S-Isopropyl-Isothiourea",""
"DB04020","4-(2-{[4-{[3-(4-Chlorophenyl)Propyl]Sulfanyl}-6-(1-Piperazinyl)-1,3,5-Triazin-2-Yl]Amino}Ethyl)Phenol",""
"DB04021","MF268",""
"DB04022","Guanosine-5',3'-Tetraphosphate",""
"DB04023","Guanosine 5'-(Trihydrogen Diphosphate), P'-D-Mannopyranosyl Ester",""
"DB04024","N'-L-Seryl-3'-Amino-(3'-Deoxy)-Adenosine",""
"DB04025","3-Oxo-Butyric Acid",""
"DB04026","Pseudotropine",""
"DB04027","D-Arginine",""
"DB04028","Tyvelose",""
"DB04029","Phenylalanine Amide",""
"DB04030","1,3,4,9-Tetrahydro-2-(Hydroxybenzoyl)-9-[(4-Hydroxyphenyl)Methyl]-6-Methoxy-2h-Pyrido[3,4-B]Indole",""
"DB04031","Serine Vanadate",""
"DB04032","Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Butyl-Amide",""
"DB04033","Z-Ala Prolinal",""
"DB04034","Ribulose-5-Phosphate",""
"DB04035","Pinacol[[2-Amino-Alpha-(1-Carboxy-1-Methylethoxyimino)-4-Thiazoleacetyl]Amino]Methaneboronate",""
"DB04036","Coenzyme a Persulfide",""
"DB04037","N,N-Bis(4-Chlorobenzyl)-1h-1,2,3,4-Tetraazol-5-Amine",""
"DB04038","Ergosterol",""
"DB04039","3-Oxo-Pentadecanoic Acid",""
"DB04040","N-(2-Morpholin-4-Yl-1-Morpholin-4-Ylmethyl-Ethyl)-3-Nitro-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide",""
"DB04041","Nitrocefin Acyl-Serine",""
"DB04042","2-[4-(Hydroxy-Methoxy-Methyl)-Benzyl]-7-(4-Hydroxymethyl-Benzyl)-1,1-Dioxo-3,6-Bis-Phenoxymethyl-1lambda6-[1,2,7]Thiadiazepane-4,5-Diol",""
"DB04043","Carboxymycobactin T",""
"DB04044","4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid",""
"DB04045","Methylmalonyl-Coenzyme A",""
"DB04046","Methyl-Beta-Galactose",""
"DB04047","[Pterin-6-Yl Methanyl]-Phosphonophosphate",""
"DB04048","N-Carbamoyl-Alanine",""
"DB04049","Coelenteramide",""
"DB04050","N-Propyl Isocyanide",""
"DB04051","5-Phenylvaleric Acid",""
"DB04052","3,4-Dimethylphenol",""
"DB04053","Hypophosphite",""
"DB04054","9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",""
"DB04055","2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium",""
"DB04056","6-Aminobenzoic Acid",""
"DB04057","Beta-Dadf, Msa, Multisubstrate Adduct Inhibitor",""
"DB04058","D-[(Amino)Carbonyl]Phenylalanine",""
"DB04059","8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide",""
"DB04060","(5-Methyl-6-Oxo-1,6-Dihydro-Pyridin-3-Yl)-1,2-Dideoxy-Ribofuranose-5-Monophosphate",""
"DB04061","Alpha-Amino-2-Indanacetic Acid",""
"DB04062","Beta-D-Fucose",""
"DB04063","2-Methylleucine",""
"DB04064","Nogalaviketone",""
"DB04065","N-Cyclopentyl-N-Cyclobutylformamide",""
"DB04066","Para-Coumaric Acid",""
"DB04067","4-Hydroxybenzyl Coenzyme A",""
"DB04068","Fudp",""
"DB04069","5,6-Dihydro-Benzo[H]Cinnolin-3-Ylamine",""
"DB04070","6-Deoxyerythronolide B",""
"DB04071","Cpad",""
"DB04072","Alpha-Methylisocitric Acid",""
"DB04073","N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-Nitro-5-(Galactopyranosyl)-Beta-Benzamide",""
"DB04074","Alpha-ketoisovalerate",""
"DB04075","N-Acetyl-L-Glutamate",""
"DB04076","Hypoxanthine",""
"DB04077","Glycerol",""
"DB04078","Isobutylbenzene",""
"DB04079","Heptane-1,2,3-Triol",""
"DB04080","RU78191",""
"DB04081","(4s-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4h-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide",""
"DB04082","Decyloxy-Methanol",""
"DB04083","N'-Pyridoxyl-Lysine-5'-Monophosphate",""
"DB04084","2-Deoxy-2-Fluoro-Alpha-D-Mannose",""
"DB04085","1-[Pyrrol-1-Yl-2,5-Dione-Methoxymethyl]-Pyrrole-2,5-Dione",""
"DB04086","2',4'-Dinitrophenyl-2deoxy-2-Fluro-B-D-Cellobioside",""
"DB04087","Open Form of 2'-Deoxy-Ribofuranose-5'-Phosphate",""
"DB04088","N-(Allyloxycarbonyl)-4-[N-(Carboxy-Formyl)-2-(Benzoic Acid)-Amino]-L-Phenylalaninyl-Amino-Butyloxy-(6-Hydroxy-Benzoic Acid Methyl Ester)",""
"DB04089","AL5300",""
"DB04090","2,5-Diaziridin-1-Yl-3-(Hydroxymethyl)-6-Methylcyclohexa-2,5-Diene-1,4-Dione",""
"DB04091","Alpha-L-1-Methyl-Fucose",""
"DB04092","Apstatin",""
"DB04093","Undecanal",""
"DB04094","4-Hydroxy-2-Butanone",""
"DB04095","9-Deazahypoxanthine",""
"DB04096","5-Amino-5-Deoxy-Cellobiono-1,5-Lactam",""
"DB04097","Uridine-5'-Diphosphate-4-Deoxy-4-Fluoro-Alpha-D-Galactose",""
"DB04098","Balanol",""
"DB04099","Deamido-Nad+",""
"DB04100","(1,10 Phenanthroline)-(Tri-Carbon Monoxide) Rhenium (I)",""
"DB04101","N-[4-(2,4-Dimethyl-1,3-Thiazol-5-Yl)Pyrimidin-2-Yl]-N'-Hydroxyimidoformamide",""
"DB04102","2-Amino-Adenosine",""
"DB04103","3-Methylcytosine",""
"DB04104","3-Methyladenine",""
"DB04105","N-Heptylformamide",""
"DB04106","Fotemustine",""
"DB04107","[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester",""
